album,price,rating,have,want,tier,popularity
Sweet Emma - Her Last Recording,7.99,4.5,86,26,Niche/Underground,0.23214285714285715
Marc Benno - Marc Benno,14.99,4.0,69,36,Niche/Underground,0.34285714285714286
Linda Gail Lewis - The Two Sides Of Linda Gail Lewis,9.99,4.8,86,30,Niche/Underground,0.25862068965517243
"Ludwig van Beethoven / Carl Seemann, Wolfgang Schneiderhan - Violin Sonatas In A Major, Op. 47 / F Major, Op. 24",19.99,0.0,9,3,Low Priority,0.25
"Julie Harris, Richard Kiley, Bernard Evslin - Heroes, Gods And Monsters Of The Greek Myths Volume V- Arion/Orpheus/Atalanta",8.99,0.0,8,12,Low Priority,0.6
Jackie Wilson - This Love Is Real,9.88,4.31,254,88,Mid-Tier (Popular),0.2573099415204678
The Forerunners* - Genuine Imitation Life,9.99,0.0,14,17,Low Priority,0.5483870967741935
Jeff Wood & E. J. Irish - Secrets Of The Kingdom,9.99,0.0,49,7,Low Priority,0.125
Sophy - Más Sophy Que Nunca!,13.88,0.0,3,0,Low Priority,0.0
Nazareth - 'Snaz,7.98,4.07,1301,82,Mid-Tier (Popular),0.05929139551699204
Nydia Caro - Canta Las Canciones De Alberto Bourbon,17.95,3.0,9,2,Low Priority,0.18181818181818182
Sarah Vaughan - The Explosive Side Of Sarah Vaughan,14.95,4.33,241,55,Mid-Tier (Popular),0.1858108108108108
Miles Davis / Marcus Miller - Music From Siesta,9.99,3.99,1037,239,Mid-Tier (Popular),0.18730407523510972
Unknown Artist - Sound Effects,31.95,5.0,3,3,Niche/Underground,0.5
"Bob Prince, Chet Smith And Paul Long - The Impossible Pirates: Sixty Incredible Years Of Baseball",8.88,3.75,130,12,Niche/Underground,0.08450704225352113
D.P. Bolgen - The ABC's,9.99,0.0,11,0,Low Priority,0.0
Lieselotte And The Nep-Tunes* - German Folk Songs - Rocked In Usa - Alte Lieder Im Neuen Rhythmus,14.99,4.0,24,13,Niche/Underground,0.35135135135135137
Everardo Ordaz - Época de oro del Trío los Panchos Vol. 2,14.88,0.0,2,3,Low Priority,0.6
Thomas Newman - The Second Best Exotic Marigold Hotel,12.98,4.63,92,29,Niche/Underground,0.2396694214876033
Lowell Fulsom* - In A Heavy Bag,22.98,4.29,197,147,Mid-Tier (Popular),0.4273255813953488
Ramatam - Ramatam,9.99,3.91,124,65,Mid-Tier (Popular),0.3439153439153439
Wilfrido Vargas - Mas Que Un Loco,8.88,4.0,73,7,Niche/Underground,0.0875
Bachman-Turner Overdrive - Bachman-Turner Overdrive II,8.98,3.64,743,77,Mid-Tier (Popular),0.09390243902439024
Moraes Moreira - Os Maiores Sucessos De Moraes Moreira,19.99,5.0,12,4,Niche/Underground,0.25
Luis Rivera - Filet Of Soul,14.79,4.8,36,15,Niche/Underground,0.29411764705882354
"John Alden Carpenter / Frederick S. Converse*, Vienna Symphony Orchestra* : Meinhard von Zallinger & Max Schoenherr* - Skyscrapers / The Mystic Trumpeter, Op. 19",8.88,4.0,19,3,Niche/Underground,0.13636363636363635
Paul McCartney & Wings* - Red Rose Speedway,9.99,3.64,527,121,Mid-Tier (Popular),0.1867283950617284
Various - Northwest,39.99,5.0,15,20,Niche/Underground,0.5714285714285714
Alan Lomax And The Dupree Family - Raise A Ruckus And Have A Hootenanny,7.88,2.0,46,22,Low Priority,0.3235294117647059
Unknown Artist - Energy: We Can't Afford To Waste It,19.99,0.0,1,6,Low Priority,0.8571428571428571
"Naná Vasconcelos, John Abercrombie, Jan Garbarek - Eventyr",37.98,3.33,47,42,Low Priority,0.47191011235955055
Unknown Artist - Course In Radio Announcing: Phase One,13.98,4.0,56,21,Niche/Underground,0.2727272727272727
Louie Shelton - Touch Me,18.88,1.0,26,23,Low Priority,0.46938775510204084
"Akira Wakabayashi – Serguei Rachmaninov* – The National Orchestra Of Belgium* - Georges Octors - Piano Concerto N°. 3, Opus 30",14.99,5.0,30,6,Niche/Underground,0.16666666666666666
Jonathan King - Or Then Again....,17.97,3.6,69,43,Mid-Tier (Popular),0.38392857142857145
Phil Ochs - Chords Of Fame,7.99,4.1,962,71,Mid-Tier (Popular),0.06873184898354308
The Electratones - Guitar Bossa Nova,16.95,5.0,23,16,Niche/Underground,0.41025641025641024
Charlie Palmieri / La Playa Sextet / Emilio Reyes - Lo Ultimo,49.0,0.0,13,18,Low Priority,0.5806451612903226
Isaac Hayes - Shaft,18.98,4.41,2562,413,Mid-Tier (Popular),0.1388235294117647
"Georg Philipp Telemann, Klecka*, Kunth*, Machata*, Roth*, Heidelberg Chamber Orchestra* - Horn Concerti",12.98,0.0,9,3,Low Priority,0.25
Nydia Caro - Nydia Caro,13.99,5.0,41,33,Niche/Underground,0.44594594594594594
Judy Garland - Judy Garland Sings,19.99,5.0,59,20,Niche/Underground,0.25316455696202533
Woody James Directs The Los Angeles City College Jazz Band - Zinger,8.88,3.0,27,12,Low Priority,0.3076923076923077
Sphinx - Sphinx,13.98,4.29,218,131,Mid-Tier (Popular),0.3753581661891118
Julie Andrews - Julie Andrews Sings,12.98,4.25,55,23,Niche/Underground,0.2948717948717949
Los Melódicos - Noche De Fiesta Con Los Melódicos Y Su Ritmo Sin Igual,24.95,3.0,9,1,Low Priority,0.1
No Artist - The Empire Strikes Back,2499.99,0.0,1,3,Low Priority,0.75
"Bäck*, Lidholm*, Hambræus* - Behold, I Make All Things New",23.79,3.5,26,49,Mid-Tier (Popular),0.6533333333333333
Various - The WDIZ Home Grown Vol. 2,23.88,4.0,28,17,Niche/Underground,0.37777777777777777
Ed Begley - The Poetry Of Robert W. Service,17.99,3.0,64,5,Low Priority,0.07246376811594203
Martinho Da Vila - Portuñol Latinoamericano,18.99,0.0,11,6,Low Priority,0.35294117647058826
Julie London - By Myself,9.88,4.5,237,30,Niche/Underground,0.11235955056179775
Bob Swanson And The Beejays - Live Every Minute!,12.95,0.0,1,11,Low Priority,0.9166666666666666
Teddy Edwards - Feelin's,19.95,4.18,255,135,Mid-Tier (Popular),0.34615384615384615
Ibrahim Amttoudi Band - Honor To The Arab King,16.97,4.0,56,21,Niche/Underground,0.2727272727272727
Junior Wells - It's My Life Baby,34.95,4.0,42,29,Niche/Underground,0.4084507042253521
Jim Stafford - Jim Stafford,39.99,0.0,5,18,Low Priority,0.782608695652174
The Nice - Elegy,19.89,3.78,986,130,Mid-Tier (Popular),0.11648745519713262
Singing Francine - Musical War,14.98,4.0,20,10,Niche/Underground,0.3333333333333333
Ray De La Paz Y Su Orquesta - Estoy Como Nunca,13.95,4.25,103,24,Niche/Underground,0.1889763779527559
Toto Cutugno - Voglio L'Anima,18.98,4.0,34,34,Niche/Underground,0.5
"Various - פסטיבל הזמר והפזמון תשל""ג = Israel Song Festival 1973",9.88,5.0,76,13,Niche/Underground,0.14606741573033707
Bob Brookmeyer - Portrait Of The Artist,11.88,3.83,147,28,Niche/Underground,0.16
"Bobby Bare And The Family - ""Singin' In The Kitchen"" : The Bobby Bare & Family Radio Show",18.99,0.0,8,2,Low Priority,0.2
John Lewis - Essence,32.95,1.0,22,20,Low Priority,0.47619047619047616
"Ben, His Tumba And Orchestra* - Let's Cha Cha Cha",15.99,3.5,28,11,Niche/Underground,0.28205128205128205
Manfred Mann's Earth Band - Angel Station,14.95,3.89,547,66,Mid-Tier (Popular),0.10766721044045677
"Bach*, Glenn Gould - Concerto In F Major • Partita No. 1 In B-Flat Major • Partita No. 2 In C Minor",19.79,4.41,241,80,Mid-Tier (Popular),0.24922118380062305
Rob Burger - Marching With Feathers,9.99,5.0,24,5,Niche/Underground,0.1724137931034483
Jerry Byrd - Hi-Fi Guitar,24.95,3.0,24,18,Low Priority,0.42857142857142855
Martin Denny - Hawaii Tattoo,12.99,3.0,26,30,Low Priority,0.5357142857142857
Quincy Jones And His Orchestra - Around The World,17.49,0.0,13,18,Low Priority,0.5806451612903226
Conjunto Quisqueya - Sabroso Y Elegante,13.79,0.0,9,1,Low Priority,0.1
Earl Taylor & Jim McCall - Earl Taylor & Jim McCall - Volume 2,13.98,4.5,27,19,Niche/Underground,0.41304347826086957
Cynthia Schloss - Love Songs Are Forever,7.98,4.0,14,12,Niche/Underground,0.46153846153846156
John Lee Hooker - The Very Best Of John Lee Hooker,9.88,4.0,119,29,Niche/Underground,0.19594594594594594
No Artist - Battling Bucs,11.88,4.33,24,8,Niche/Underground,0.25
"Leila Rásonyi, György Miklós, César Franck, Schchedrin* -, Tzyganov*, Shostakovich*, Stravinsky*, Chausson* - Violin Recital - Sonata For Violin And Piano",14.88,5.0,25,7,Niche/Underground,0.21875
Raun MacKinnon - American Folk Songs,19.99,4.5,49,12,Niche/Underground,0.19672131147540983
Rene Paulo Trio - Black Coral,18.98,3.43,40,55,Low Priority,0.5789473684210527
The Who - Live At Leeds,9.99,4.23,3444,258,Mid-Tier (Popular),0.06969205834683954
George David Geckeler M.D. - How To Listen To A Heart,11.88,5.0,14,13,Niche/Underground,0.48148148148148145
Pigmeat Markham - Backstage,11.98,5.0,60,18,Niche/Underground,0.23076923076923078
Wayne Newton - Change Of Heart,14.88,4.2,93,6,Niche/Underground,0.06060606060606061
Suni McGrath - The Call Of The Mourning Dove,23.88,4.43,110,121,Mid-Tier (Popular),0.5238095238095238
"Omayra ""La Princesita""* - ... Y Sus Éxitos",18.99,0.0,9,4,Low Priority,0.3076923076923077
Various - Journey To Yesterday Volume 2,8.99,0.0,25,6,Low Priority,0.1935483870967742
"Beethoven*, Georg Solti, The Vienna Philharmonic Orchestra* - Symphony No.5 In C Minor, Op.67",12.88,4.67,79,9,Niche/Underground,0.10227272727272728
The Dynamics - What A Shame,19.99,4.27,643,384,Mid-Tier (Popular),0.373904576436222
The Dave Brubeck Quartet -  Angel Eyes,13.98,4.25,51,23,Niche/Underground,0.3108108108108108
Ed Bruce - Shades Of Ed Bruce,9.88,4.5,45,36,Niche/Underground,0.4444444444444444
Conway Twitty - How Much More Can She Stand,49.0,3.71,703,37,Niche/Underground,0.05
Wanda Jackson - Closer To Jesus,9.88,4.2,105,19,Niche/Underground,0.1532258064516129
Los Amaya - Nosotros Los Gitanos,12.99,5.0,12,21,Niche/Underground,0.6363636363636364
Unknown Artist - Happy Birthday Party Songs,14.99,0.0,63,2,Low Priority,0.03076923076923077
"The International Contemporary Music Exchange - Presents, Outstanding Contemporary Composers Of Texas - A Sampler And Comprehensive Survey",19.84,3.4,35,40,Low Priority,0.5333333333333333
Airto* - Identity,15.99,0.0,13,76,Low Priority,0.8539325842696629
A.I.D.S. - Syndrome Of The End Approaching,4.99,4.67,53,14,Niche/Underground,0.208955223880597
David Lannan - Street Singer,13.88,0.0,1,4,Low Priority,0.8
The Band - Stage Fright,18.98,4.24,782,152,Mid-Tier (Popular),0.16274089935760172
Eddie Harris - I Need Some Money,7.88,4.5,78,86,Mid-Tier (Popular),0.524390243902439
Billy Taylor Trio - Easy Like,33.99,5.0,70,10,Niche/Underground,0.125
Chico Buarque - Chico Canta,13.88,4.36,857,74,Mid-Tier (Popular),0.079484425349087
Fairport Convention - Moat On The Ledge,11.88,3.68,254,33,Niche/Underground,0.11498257839721254
Heartbreak Mountain - Train Leaves Here This Morning,18.88,0.0,4,5,Low Priority,0.5555555555555556
Jaime Santos - Portuguese Guitar,12.99,4.0,21,9,Niche/Underground,0.3
"Beethoven* - Gilels*, Kogan*, Rostropovich* - ""The Archduke Trio"" In B Flat Major, Op. 97 For Violin, Cello, And Piano",8.88,4.0,68,16,Niche/Underground,0.19047619047619047
The Nickel Bag - Doing Their Love Thing,13.88,3.93,189,94,Mid-Tier (Popular),0.3321554770318021
Various - انغام من لبنان = Melodies From Lebanon,39.99,4.75,48,30,Niche/Underground,0.38461538461538464
Yes - Tales From Topographic Oceans,34.95,4.22,91,137,Mid-Tier (Popular),0.6008771929824561
Les Paul & Mary Ford - Lovers' Luau,8.99,3.62,588,65,Mid-Tier (Popular),0.0995405819295559
"Salvatore Accardo, Tchaikovsky* / Mendelssohn* - Violin Concertos Op.35 / Op.64",18.99,4.5,6,1,Niche/Underground,0.14285714285714285
Russ Burgess - The Burgess Method Of Developing Your ESP Powers,29.99,0.0,69,20,Low Priority,0.2247191011235955
Lolita - Aguila Real,14.98,5.0,7,2,Niche/Underground,0.2222222222222222
"Benito Juarez, Orquestra Sinfônica Municipal De Campinas - Geração Do Século XXI",11.98,5.0,34,2,Niche/Underground,0.05555555555555555
Jose Nogueras - Vas A Vivir En Mi,8.99,5.0,12,3,Niche/Underground,0.2
Francisco Ulloa & Conjunto* - Francisco Ulloa & Conjunto,34.95,0.0,15,19,Low Priority,0.5588235294117647
Various - Aim High,8.99,0.0,23,1,Low Priority,0.041666666666666664
Passafire - Longshot,39.99,5.0,67,28,Niche/Underground,0.29473684210526313
No Artist - Sound Effects Daytona Speedway Sports Cars,19.99,0.0,22,15,Low Priority,0.40540540540540543
"Benito Juarez, Orquestra Sinfônica Municipal De Campinas - Geração Do Século XXI",11.98,5.0,34,2,Niche/Underground,0.05555555555555555
Jose Nogueras - Vas A Vivir En Mi,8.99,5.0,12,3,Niche/Underground,0.2
Francisco Ulloa & Conjunto* - Francisco Ulloa & Conjunto,34.95,0.0,15,19,Low Priority,0.5588235294117647
The Gate - Michael Reigns,160.98,0.0,7,29,Low Priority,0.8055555555555556
Beny Moré - Sonero Mayor Vol. 3,24.95,0.0,6,10,Low Priority,0.625
The Boxer Rebellion - Promises,54.95,4.3,472,248,Mid-Tier (Popular),0.34444444444444444
The Dave Brubeck Quartet - Bernstein Plays Brubeck Plays Bernstein,15.95,3.76,884,115,Mid-Tier (Popular),0.11511511511511512
Explosions In The Sky - All Of A Sudden I Miss Everyone,13.88,4.22,783,387,Mid-Tier (Popular),0.33076923076923076
Gil Evans - Live At The Public Theater Vol. 2,8.99,3.25,122,33,Low Priority,0.2129032258064516
Iron Butterfly - In-A-Gadda-Da-Vida,9.88,3.84,211,130,Mid-Tier (Popular),0.3812316715542522
The Rolling Stones - England's Newest Hit Makers,14.88,4.09,473,262,Mid-Tier (Popular),0.3564625850340136
Lovin' Stuff - The Album,12.62,5.0,8,15,Niche/Underground,0.6521739130434783
Yellowman - One In A Million,9.99,3.83,329,78,Mid-Tier (Popular),0.19164619164619165
Ted Hughes - The Poetry and Voice of Ted Hughes,11.88,0.0,15,22,Low Priority,0.5945945945945946
The Lemon Pipers / 1910 Fruitgum Co.* - Checkmate,12.98,4.67,34,17,Niche/Underground,0.3333333333333333
Abbe Lane With Sid Ramin And His Orchestra - Where There's A Man,18.99,3.75,40,50,Mid-Tier (Popular),0.5555555555555556
Jair Rodrigues - Eu Sou O Samba,12.98,4.42,190,27,Niche/Underground,0.12442396313364056
Robb Kunkel - Abyss,21.98,4.4,43,76,Mid-Tier (Popular),0.6386554621848739
Jackie Paris - Jackie Paris,29.99,4.6,40,41,Niche/Underground,0.5061728395061729
Ismael Rivera Y Su Combo* /  Rene Grand Y Su Combo New York - De Tu A Tu,19.99,5.0,35,25,Niche/Underground,0.4166666666666667
Palito Ortega - Boogaloo,19.99,0.0,4,5,Low Priority,0.5555555555555556
"Paul ""Bear"" Bryant - The Legendary ""Bear""",24.99,0.0,30,0,Low Priority,0.0
Common Brothers Band - Common Brothers Band,33.0,4.0,17,6,Niche/Underground,0.2608695652173913
Jimmy Tucker & Janet Brackbill - Jim & Jan,9.99,5.0,16,9,Niche/Underground,0.36
Count Basie - KC Jazz '65 WDAF Presents,16.99,4.1,117,15,Niche/Underground,0.11363636363636363
Oscar D'Leon* - Con Dulzura…,8.88,4.31,154,30,Niche/Underground,0.16304347826086957
Nitzinger* - One Foot In History,8.88,3.88,492,97,Mid-Tier (Popular),0.16468590831918506
"Sandra Zaiter - Tablas de Multiplicar ""Cantadas""",14.95,0.0,5,3,Low Priority,0.375
The Heralds* - Favorites Through The Years,14.99,3.0,10,5,Low Priority,0.3333333333333333
Rick Bonfim - In The Beginning,8.88,3.5,15,17,Niche/Underground,0.53125
Zoot Sims - Zoot Sims Plays Four Altos,14.88,4.3,152,34,Niche/Underground,0.1827956989247312
"Paul ""Bear"" Bryant - The Legendary ""Bear""",24.99,0.0,30,0,Low Priority,0.0
Abraham Lind - Lind,8.98,0.0,2,1,Low Priority,0.3333333333333333
Bee Gees - Best Of Bee Gees,13.98,3.8,1992,80,Mid-Tier (Popular),0.03861003861003861
Count Basie - Basie Roars Again,9.99,4.6,54,19,Niche/Underground,0.2602739726027397
Clancy Hayes With Yank Lawson And His Yankee Clippers - Happy Melodies,8.88,5.0,28,6,Niche/Underground,0.17647058823529413
Fox - Fox,8.98,4.09,150,101,Mid-Tier (Popular),0.40239043824701193
Herbie Mann - Stone Flute,9.99,4.56,145,110,Top Rated,0.43137254901960786
Jack McIntosh - Late Night Lullaby,14.95,0.0,7,6,Low Priority,0.46153846153846156
Various - Exitos Bailables Del 82,17.98,4.38,61,6,Niche/Underground,0.08955223880597014
Judy Garland - Hollywood On The Air Presents Judy Garland 1935 Thru 1951,8.88,5.0,66,3,Niche/Underground,0.043478260869565216
Dodos* - Carrier,7.98,3.9,627,45,Mid-Tier (Popular),0.06696428571428571
No Artist - Hear That Whistle Blow,8.88,3.33,71,19,Low Priority,0.2111111111111111
Juan Ramón Jiménez - Reading His Poetry In Spanish,6.88,0.0,23,17,Low Priority,0.425
Now Sounds* - Who Wants To Be Free?,19.99,0.0,8,10,Low Priority,0.5555555555555556
Various - Drums Of Bora Bora And Songs Of Tahiti,7.88,3.91,164,39,Niche/Underground,0.1921182266009852
Jimmy Ruffin - The Groove Governor,11.88,4.44,334,126,Mid-Tier (Popular),0.27391304347826084
Carmen McRae - Torchy!,34.95,3.7,195,78,Mid-Tier (Popular),0.2857142857142857
Bonny Cepeda - Que Canten Los Niños,9.99,0.0,17,5,Low Priority,0.22727272727272727
Jacqueline Du Pré - A Jacqueline Du Pré Recital,18.88,4.5,64,45,Mid-Tier (Popular),0.41284403669724773
"קול ישראל*, גלי צה""ל* - מלחמת ששת הימים - כתבי קול ישראל וגלי צה""ל במערכה",14.88,5.0,107,7,Niche/Underground,0.06140350877192982
Various - Songs From The Abkco Music Catalog,7.99,0.0,8,5,Low Priority,0.38461538461538464
Various - Iranian Dastgah,21.95,4.0,182,140,Mid-Tier (Popular),0.43478260869565216
"Beethoven*, Vienna State Opera Orchestra*, Hermann Scherchen - Christ On The Mount Of Olives",8.99,0.0,36,6,Low Priority,0.14285714285714285
Joshua Fox - Joshua Fox,12.99,4.0,20,22,Niche/Underground,0.5238095238095238
"Poldo Castro - El Nuevo Poldo Castro ""Salseando""",9.99,0.0,7,2,Low Priority,0.2222222222222222
Sasha* - Sasha,12.99,4.45,235,22,Niche/Underground,0.08560311284046693
Wes Montgomery - Return Engagement,8.88,4.0,111,9,Niche/Underground,0.075
Various - Hit Songs From The Bahamas Vol. II,13.98,3.86,45,28,Niche/Underground,0.3835616438356164
Scott Wesley Brown - Scott Wesley Brown,44.0,3.25,22,42,Low Priority,0.65625
Sonny Terry & Brownie McGhee - California Blues,13.88,4.4,236,23,Niche/Underground,0.0888030888030888
Willie Bobo - Feelin' So Good,9.88,3.91,252,111,Mid-Tier (Popular),0.30578512396694213
"Karl-Birger Blomdahl - Hilding Rosenberg - Franz Berwald, Stockholms Filharmoniska Orkester / Antal Dorati - Svit Ur Sisyfos - Ur Resa Till Amerika - Sinfonie Capricieuse",14.98,5.0,33,6,Niche/Underground,0.15384615384615385
The Fat Man - A Window For Murder,9.88,5.0,19,12,Niche/Underground,0.3870967741935484
Jimmy Witherspoon - Blues For Easy Livers,13.98,4.2,84,25,Niche/Underground,0.22935779816513763
"Kyung-Wha Chung, Charles Dutoit, Royal Philharmonic Orchestra - Saint-Saens Introduction Et Rondo Capriccioso Havanaise, Chausson Poeme, Ravel Tzigane",8.88,5.0,51,22,Niche/Underground,0.3013698630136986
Lloyd Simmons - This Is Lloyd Simmons,14.99,0.0,8,10,Low Priority,0.5555555555555556
The Allman Brothers Band - Reach For The Sky,8.88,3.0,71,40,Low Priority,0.36036036036036034
Quincy Jones - The Birth Of A Band,17.99,4.29,44,47,Mid-Tier (Popular),0.5164835164835165
Y. De Lima Blue Diamonds Steel Orchestra - Jewels On Steel,38.99,0.0,5,2,Low Priority,0.2857142857142857
Various - One D.J. Won't Do,27.95,4.67,37,61,Top Rated,0.6224489795918368
"Sammy Davis Jr., Carmen McRae - Porgy And Bess",13.88,4.71,214,32,Niche/Underground,0.13008130081300814
"Tchaikovsky* / Dvorak* - Itzhak Perlman, Boston Symphony*, Erich Leinsdorf - Concerto In D, Op. 35 / Romance In F, Op. 11",24.95,4.0,149,8,Niche/Underground,0.050955414012738856
"Harl McDonald / André Caplet, Ann Stockton, The Concert Arts Orchestra, Felix Slatkin - Suite from Childhood / The Mask of the Red Death",14.95,5.0,29,5,Niche/Underground,0.14705882352941177
"Jimmy Buffett - Changes In Latitudes, Changes In Attitudes",17.98,4.08,743,49,Mid-Tier (Popular),0.06186868686868687
甲斐バンド* - My Generation,8.99,3.5,99,8,Niche/Underground,0.07476635514018691
The Mongo Santamaria Orchestra Featuring Willie Bobo - Mongo's Greatest Hits,7.98,4.75,61,23,Niche/Underground,0.27380952380952384
Nina & Frederik - Lovers Of The World Unite!,9.99,0.0,1,11,Low Priority,0.9166666666666666
Jackson Family - Jackson Family,11.88,0.0,3,8,Low Priority,0.7272727272727273
"Paul Freeman Conducting The Royal Philharmonic Orchestra, London Ambrosian Chorus* - The Glory Of Christmas",8.98,2.33,59,0,Low Priority,0.0
Sphinx - Sphinx,44.44,4.62,128,96,Top Rated,0.42857142857142855
The Moody Blues - Days Of Future Passed,34.95,5.0,39,74,Top Rated,0.6548672566371682
The Pete Rugolo Orchestra* - Rugolo Plays Kenton,8.99,4.5,105,15,Niche/Underground,0.125
Andy Kirk And His Clouds Of Joy - Cloudy,8.88,4.4,39,9,Niche/Underground,0.1875
The Barefoot Man - Live At The Galleon - The Calypso Story,14.99,2.0,3,2,Low Priority,0.4
Christine McVie - The Legendary Christine Perfect Album,23.99,4.1,626,157,Mid-Tier (Popular),0.20051085568326948
Douglas Niedt - Classical Guitar Artistry,9.99,4.0,29,2,Niche/Underground,0.06451612903225806
Henri René And His Orchestra - Riot In Rhythm,19.99,3.33,165,11,Low Priority,0.0625
Sister Sledge - Love Somebody Today,16.99,3.0,19,98,Low Priority,0.8376068376068376
"Nathan Milstein, Robert Irving, Tchaikovsky* / Rachmaninoff* / Rimsky-Korsakov* / Glazunov* / Mussorgsky* - Music Of Old Russia",11.88,3.0,23,14,Low Priority,0.3783783783783784
Herbie Hancock - Monster,23.98,4.17,268,273,Mid-Tier (Popular),0.5046210720887245
"Heifetz*, Chausson*, Saint-Saens*, Conus*, Sarasate*, RCA Victor Orchestra*, William Steinberg, Izler Solomon - Poeme · Zigeunerweisen · Introduction And Rondo Capriccioso · Concerto In E Minor",13.98,4.63,134,34,Niche/Underground,0.20238095238095238
Moorhead State College Band - Stage Band '71,18.99,4.0,6,13,Niche/Underground,0.6842105263157895
Terry Gibbs And His Orchestra - Swingin' With Terry Gibbs And His Orchestra,13.98,4.33,191,25,Niche/Underground,0.11574074074074074
Peggy Lee / George Shearing - Beauty And The Beat!,49.0,5.0,18,22,Niche/Underground,0.55
Jackie Wilson - 'You Got Me Walking',8.88,4.44,260,81,Mid-Tier (Popular),0.2375366568914956
"Beethoven*, Zino Francescatti, Robert Casadesus - Sonata No. 9 / Sonata No. 1",15.95,5.0,43,19,Niche/Underground,0.3064516129032258
"Beethoven*, Zino Francescatti, Robert Casadesus - Sonata No. 9 / Sonata No. 1",15.95,5.0,43,19,Niche/Underground,0.3064516129032258
Haemoth - Kontamination,4.98,4.33,153,28,Niche/Underground,0.15469613259668508
Miriam Colón - Julia De Burgos Declamación De Miriam Colón,15.95,0.0,2,1,Low Priority,0.3333333333333333
The New York Community Choir - The Gathering,34.95,4.21,221,380,Mid-Tier (Popular),0.632279534109817
Pete Townshend • Ronnie Lane - Rough Mix,20.0,4.31,811,70,Mid-Tier (Popular),0.07945516458569807
Lesley Gore - I'll Cry If I Want To,8.0,4.5,167,120,Mid-Tier (Popular),0.4181184668989547
Pete Seeger - Abiyoyo & Other Story Songs For Children By Pete Seeger,10.0,4.0,48,10,Niche/Underground,0.1724137931034483
Electric Love Muffin* - Rassafranna,10.0,3.4,191,24,Low Priority,0.11162790697674418
King Kong - Old Man On The Bridge,90.0,4.15,192,182,Mid-Tier (Popular),0.48663101604278075
Genesis - Turn It On Again - The Hits,30.99,4.66,1425,127,Top Rated,0.0818298969072165
Crimpshrine - Duct Tape Soup,17.99,4.68,467,99,Top Rated,0.17491166077738515
"The Allman Brothers Band - Win, Lose Or Draw",4.99,3.71,1106,76,Mid-Tier (Popular),0.06429780033840947
Diana Ross - Thank You,10.99,4.65,792,63,Top Rated,0.07368421052631578
Jimmy Buffett - Somewhere Over China,10.99,3.75,716,34,Niche/Underground,0.04533333333333334
Devo - Somewhere With Devo,15.99,4.13,1010,140,Mid-Tier (Popular),0.12173913043478261
Jimmy Buffett - Volcano,12.99,3.73,2149,100,Mid-Tier (Popular),0.044464206313917294
Elvis Presley - The Elvis Tapes,4.99,3.57,543,44,Mid-Tier (Popular),0.07495741056218058
Mareux - Nonstop Romance,26.99,4.36,101,38,Niche/Underground,0.2733812949640288
Joan Baez - Whistle Down The Wind,13.99,4.09,173,35,Niche/Underground,0.16826923076923078
Broods - Conscious,10.99,4.35,957,121,Mid-Tier (Popular),0.11224489795918367
The 3 Pieces* - Vibes Of Truth,186.88,4.64,645,1752,Top Rated,0.7309136420525657
Willy Chirino - Chirino 3,15.0,4.64,45,94,Top Rated,0.6762589928057554
The Chad Mitchell Trio - Reflecting,5.0,4.13,489,11,Niche/Underground,0.022
"Max Roach - Members, Don't Git Weary",999.99,4.79,81,600,Top Rated,0.8810572687224669
Jimi Hendrix - Superpak,9.86,3.81,344,24,Niche/Underground,0.06521739130434782
Jimi Hendrix - Superpak,9.86,3.81,344,24,Niche/Underground,0.06521739130434782
Duke Ellington And His Orchestra - Otto Preminger's Anatomy Of A Murder,14.98,4.29,1079,389,Mid-Tier (Popular),0.26498637602179836
Dr. Music - Bedtime Story,25.0,4.33,110,184,Mid-Tier (Popular),0.6258503401360545
Hawkwind - Live Chronicles,22.99,5.0,48,49,Top Rated,0.5051546391752577
Lorde - Pure Heroine,21.99,4.58,21434,7606,Top Rated,0.26191460055096416
Joe Bataan - Singin' Some Soul,140.0,4.33,144,651,Mid-Tier (Popular),0.8188679245283019
Dr. John - Dr. John's Gumbo,45.99,4.36,2246,959,Mid-Tier (Popular),0.29921996879875196
Jeff Beck - Wired,17.0,4.04,459,144,Mid-Tier (Popular),0.23880597014925373
Gravy Train - Staircase To The Day,140.0,4.35,434,601,Mid-Tier (Popular),0.5806763285024155
Various - Columbia Jazz Masterpieces Radio Show,2.0,4.5,27,4,Niche/Underground,0.12903225806451613
"Felix Mendelssohn* /  Cuarteto Brahms, Quarteto Brahms* - The Two Piano Quartets: Quartet No. 1 In C Major, Op. 1; Quartet No. 2 In F Minor, Op. 2",4.99,4.0,19,1,Niche/Underground,0.05
Van Morrison And Joey DeFrancesco - You're Driving Me Crazy,25.0,5.0,57,20,Niche/Underground,0.2597402597402597
Los Chicos - El Mujeriego,11.0,0.0,2,8,Low Priority,0.8
The Rolling Stones - Hot Rocks 1964-1971,15.0,4.33,12909,846,Mid-Tier (Popular),0.06150490730643402
Various - Soul & Disco Hits Best 30,16.73,5.0,20,15,Niche/Underground,0.42857142857142855
Various - Light Of Day,16.73,4.5,35,12,Niche/Underground,0.2553191489361702
Various - Dragon Lord,14.62,4.44,66,40,Niche/Underground,0.37735849056603776
Various - CTI Double Deluxe,30.06,4.5,33,14,Niche/Underground,0.2978723404255319
