album,price,rating,have,want,genre
"Brewer And Shipley - Shake Off The Demon (LP, Album, RE, Son)",$1.50,Rated: 3.64,439 have,26 want,N/A
"Brewer And Shipley - Weeds (LP, Album, RE)",$1.50,Rated: 3.62,666 have,62 want,N/A
"Andy Pratt - Shiver In The Night (LP, Album, PR )",$1.50,Rated: 3.62,441 have,31 want,N/A
"Poco (3) - Rose Of Cimarron (LP, Album)",$1.50,Rated: 3.55,764 have,42 want,N/A
"McGuinn, Clark & Hillman - McGuinn, Clark & Hillman (LP, Album, Win)",$1.50,Rated: 3.66,432 have,18 want,N/A
"Jackson Browne - Lawyers In Love (LP, Album)",$2.53,Rated: 3.94,681 have,11 want,N/A
"Andy Pratt - Resolution (LP, Album, PR )",$1.50,Rated: 3.59,643 have,36 want,N/A
"Toby Beau - Toby Beau (LP, Album, Emb)",$1.50,Rated: 3.40,1053 have,31 want,N/A
"Loggins And Messina - Loggins And Messina (LP, Album, San)",$1.50,Rated: 3.61,650 have,39 want,N/A
"The Doobie Brothers - One Step Closer (LP, Album, SRC)",$1.50,Rated: 3.81,3788 have,98 want,N/A
"Peaches & Herb - 2 Hot! (LP, Album, Pit)",$1.50,Rated: 3.60,396 have,33 want,N/A
"Mundell Lowe - Satan In High Heels (Original Soundtrack) (LP, Album, Roc)",$4.50,N/A,12 have,19 want,N/A
"The Bob Brookmeyer⁴* - 7 x Wilder (LP, Album, Mono, Gat)",$4.78,Rated: 4.00,152 have,24 want,N/A
"Poco (3) - Legend (LP, Album, Pit)",$1.50,Rated: 3.94,835 have,44 want,N/A
"Various - Song Of Norway (LP, Album, RE)",$1.50,Rated: 5.00,12 have,1 want,N/A
"Al Jarreau - The Masquerade Is Over (LP, Album)",$1.50,Rated: 4.05,1136 have,51 want,N/A
"Toots Thielemans & His Orch.* - Toots (LP, Album)",$2.53,Rated: 3.75,117 have,41 want,N/A
"Laura Branigan - Branigan 2 (LP, Album)",$1.50,Rated: 3.83,656 have,43 want,N/A
"Various - Na Aba Do Pagode (LP, Album)",$2.82,Rated: 3.75,107 have,6 want,N/A
"Jean Sibelius - The Gothenburg Symphony* / Neeme Järvi - Kullervo, Op. 7 / The Origin Of Fire, Op. 32 / Sandels, Op. 28 (2xLP, Album)",$4.22,Rated: 5.00,59 have,31 want,N/A
"Joseph Ryelandt / August Söderman - Malmö Kammarkör, Dan-Olof Stenlund - Missa 6 Vocibus Op. 111 / Andliga Sånger (LP, Album)",$3.94,Rated: 4.67,23 have,6 want,N/A
"Jean Sibelius / Erik T. Tawaststjerna* - The Complete Original Piano Music, Volume 3 (LP, Album)",$1.69,Rated: 4.00,63 have,17 want,N/A
"Christer Torgé, Hans Fagius - Trombone & Organ - Music By Vivaldi, Weber, de Guide, Torsten Nilsson With Christer Torgé And Hans Fagius (LP, Album)",$1.69,Rated: 3.75,23 have,4 want,N/A
"The Keystones - Can We Get To That (LP, Album)",$1.69,Rated: 4.00,35 have,7 want,N/A
Hans Fagius - The Romantic Swedish Organ (LP),$2.25,Rated: 5.00,38 have,4 want,N/A
Joe Brooks* And Rosko - Morning (LP),$3.94,Rated: 5.00,47 have,41 want,N/A
"Eduard Tubin, Roland Pöntinen, Nils-Erik Sparf, Pekka Savijoki - Chamber Music (Violin Sonata In Phrygian Style, Saxophone Sonata, Ballade For Piano) (LP)",$2.82,N/A,35 have,16 want,N/A
"Eduard Tubin, The Swedish Radio Symphony Orchestra*, Neeme Järvi - Symphony No. 2, ""The Legendary"" / Symphony No. 6 (LP)",$1.97,Rated: 5.00,75 have,25 want,N/A
"David Essex - David Essex (LP, Album)",$1.50,Rated: 3.00,54 have,11 want,N/A
"John Klemmer - Arabesque (LP, Album, Kee)",$1.50,Rated: 3.33,72 have,18 want,N/A
"Graham Parker And The Shot - Steady Nerves (LP, Album, AR )",$1.50,Rated: 4.00,1154 have,7 want,N/A
"Graham Parker - Another Grey Area (LP, Album)",$1.50,Rated: 3.57,175 have,8 want,N/A
Hans Fagius - Gamla Svenska Orglar IV. = Old Swedish Organs = Alte Schwedische Orgeln (Kungs-Husby/Nysätra/Lillkyrka) (LP),$2.82,N/A,9 have,3 want,N/A
"Gabriella Ferri - ...Lassatece Passà (LP, Album, Gat)",$5.07,Rated: 3.94,300 have,19 want,N/A
"Tom Scott - Desire (LP, Album, Club)",$1.50,Rated: 3.00,56 have,14 want,N/A
"Graham Parker - The Mona Lisa's Sister (LP, Album)",$1.50,Rated: 3.74,1531 have,57 want,N/A
"Question Mark And The Mysterians* - 96 Tears (LP, Album, RE)",$23.09,Rated: 4.25,253 have,176 want,N/A
"Question Mark And The Mysterians* - 96 Tears (LP, Album, RE)",$23.09,Rated: 4.25,253 have,176 want,N/A
Kór Langholtskirkju / Jón Stefánsson - An Anthology Of Icelandic Choir Music (LP),$3.38,Rated: 4.00,37 have,19 want,N/A
"Jud Strunk - Daisy A Day (LP, Album)",$1.50,Rated: 3.56,358 have,7 want,N/A
"Ruben And The Jets - For Real (LP, Album, San)",$2.82,Rated: 3.85,321 have,54 want,N/A
"Eduard Tubin / Bamberger Symphoniker, Neeme Järvi - Symphony No. 5 / Suite From The Ballet ""Kratt"" (LP, Album)",$1.50,Rated: 4.33,56 have,19 want,N/A
"Yes - Yes (LP, Album, Promo, PR )",$36.45,Rated: 4.13,252 have,286 want,N/A
"Per Øien, Robert Aitken (2), Geir Henning Braaten - Francois & Charles Doppler The Complete Music For Flute & Piano Volume 3 (LP, Album)",$1.50,Rated: 5.00,29 have,5 want,N/A
"Carl Nielsen, Elisabeth Westenholz - The Complete Organ Music (LP, Album)",$1.97,Rated: 3.67,48 have,8 want,N/A
"Billy Thunderkloud And The Chieftones - Where Do I Begin To Tell A Story (LP, Album)",$2.25,Rated: 4.00,129 have,20 want,N/A
"Tina Thomas (2) - Servant (LP, Album)",$1.97,N/A,1 have,N/A,N/A
"Blondie Chaplin - Blondie Chaplin (LP, Album, Spe)",$1.50,Rated: 3.61,301 have,56 want,N/A
"Fleetwood Mac - Mirage (LP, Album, Spe)",$9.99,Rated: 3.89,17528 have,1238 want,N/A
"George Frideric Handel* Featuring The Revelation Philharmonic Orchestra And The One Experience Choir - The New Messiah (LP, Album)",$1.50,Rated: 4.50,89 have,9 want,N/A
"Saint Louis Symphony Orchestra, Leonard Slatkin, Catherine Comet - Michael Colgrass / Jacob Druckman - Déjà Vu / Light Spirit / Aureole (LP)",$2.82,Rated: 4.80,48 have,30 want,N/A
"Dean Dallas And The Doughboys (4) - Golden Country Hits (LP, Mono)",$1.50,N/A,15 have,3 want,N/A
"The Markley Band - The Markley Band (LP, Album)",$1.50,Rated: 3.88,111 have,34 want,N/A
"Aaron Copland, Henry Cowell, Miriam Gideon, Louise Talma - Da Capo In Song (LP)",$1.50,N/A,19 have,12 want,N/A
"Various - WKMF Country Classics (LP, Comp)",$1.50,Rated: 4.00,14 have,1 want,N/A
"Carol (20) - 20 Golden Hits (LP, Comp)",$1.97,Rated: 3.20,131 have,9 want,N/A
"The Metronome All-Star Bands* - The Metronome All-Star Bands (LP, Comp)",$1.50,Rated: 4.00,72 have,5 want,N/A
"Neil Copeland - Titanic (LP, Gat)",$2.25,Rated: 3.00,31 have,10 want,N/A
Charles Tomlinson Griffes* - The Pleasure-Dome Of Kubla Khan / Three Poems Of Fiona MacLeod / Song Of The Dagger / Four Impressions / Three Tone-Pictures / Four German Songs (LP),$1.50,Rated: 5.00,48 have,8 want,N/A
"The Original Cast* - The Saga Of Battlestar Galactica Featuring The Original Cast (LP, Album, Gat)",$4.50,Rated: 4.12,427 have,46 want,N/A
"Stanley Jordan - Flying Home (LP, Album, Spe)",$1.50,Rated: 3.45,841 have,58 want,N/A
"Leon Redbone - Mystery Man (LP, Album, Jac)",$4.50,Rated: 3.60,120 have,76 want,N/A
"Leon Redbone - Mystery Man (LP, Album, Jac)",$4.50,Rated: 3.60,120 have,76 want,N/A
"Vincent Persichetti, The Mendelssohn Club Of Philadelphia*, Tamara Brooks - Choral Works: Love / Mass / Winter Cantata (LP, Album, Gat)",$1.69,N/A,19 have,12 want,N/A
"Isley Jasper Isley - Caravan Of Love (LP, Album, Pit)",$1.69,N/A,161 have,28 want,N/A
"The Bluebells - Sisters (LP, Album, All)",$1.50,Rated: 3.75,136 have,23 want,N/A
Henry Herford - Baritone (LP),$1.50,Rated: 5.00,17 have,5 want,N/A
"New York Philharmonic, Zubin Mehta, Stanley Drucker - John Corigliano / Samuel Barber - Concerto For Clarinet And Orchestra / Third Essay For Orchestra, Opus 47 (LP)",$1.83,Rated: 4.00,85 have,17 want,N/A
"The Chet Long Singers* - The Best Is Yet To Come (LP, Album)",$1.69,N/A,9 have,4 want,N/A
"Thelma Houston & Jerry Butler - Two To One (LP, Album)",$1.50,Rated: 3.35,638 have,58 want,N/A
"Max Roach His Chorus And Orchestra - It's Time (LP, Album, Gat)",$66.83,Rated: 4.41,278 have,490 want,N/A
"Vivian Reed - Another Side (LP, Album)",$1.50,Rated: 3.81,197 have,52 want,N/A
"Matt Dennis - Plays And Sings Matt Dennis (LP, Album, RE)",$2.53,Rated: 4.50,32 have,7 want,N/A
Sadie Green Sales Ragtime Jugband* - For The Record (LP),$1.50,Rated: 4.00,11 have,N/A,N/A
"Gary McFarland - Scorpio And Other Signs (LP, Album, Gat)",$6.75,Rated: 4.15,186 have,121 want,N/A
"Bix Beiderbecke And The Wolverines - 1924 (LP, Comp, RE)",$1.50,Rated: 4.29,487 have,21 want,N/A
"Damion & Denita - Damion & Denita (LP, Album)",$1.97,Rated: 3.72,257 have,94 want,N/A
"Bradford Gowen, Henry Cowell, George Perle, Samuel Adler, Robert Evett, Frederic Goossen, Wendell Keeney - Exultation (LP, Album)",$1.50,Rated: 3.50,28 have,9 want,N/A
"Delaney & Friends - Class Reunion (LP, Album, Mon)",$1.50,Rated: 3.56,428 have,21 want,N/A
"Charles Martin Loeffler - Jennie Hansen / Neil Rosenshein, Indianapolis Symphony Orchestra, John Nelson (5) - La Mort De Tintagiles / Five Irish Fantasies (LP)",$1.50,Rated: 5.00,23 have,3 want,N/A
"André Previn - The Previn Scene (LP, Album)",$1.50,Rated: 2.67,55 have,5 want,N/A
"Manny Albam - Ernie Wilkins And Their Orchestra* - The Drum Suite (LP, Album, Mono, Ind)",$1.50,Rated: 4.14,97 have,14 want,N/A
"Captain Beyond - Captain Beyond (LP, Album, RE)",$18.23,Rated: 4.20,54 have,97 want,N/A
"Sonny Stitt - Sonny Stitt Sonny Stitt Sonny Stitt Sonny Stitt (LP, Album, Mono)",$75.94,Rated: 4.29,81 have,94 want,N/A
Sonny Johnson And The Sunglows* - A Night In Paradise (LP),$1.50,N/A,20 have,7 want,N/A
"Billy Taylor Trio - The New Billy Taylor Trio (LP, Album)",$7.43,N/A,11 have,8 want,N/A
"Billy Lawrence & His Orchestra - Jazz and Swing (LP, Album)",$1.50,Rated: 3.00,32 have,4 want,N/A
"Various - Def By Temptation (Original Motion Picture Soundtrack) (LP, Comp)",$3.38,Rated: 3.57,173 have,62 want,N/A
"Jethro Tull - M.U.- The Best Of Jethro Tull (LP, Album, Comp, Win)",$1.69,Rated: 3.94,2734 have,75 want,N/A
"Toots Thielemans - The Romantic Sounds Of Toots Thielemans (Harmonica, Voices & Strings) (LP, Album)",$1.50,N/A,1 have,2 want,N/A
"The Horace Silver Quintet - Silver's Blue (LP, Album, Mono)",$30.38,Rated: 4.20,82 have,66 want,N/A
"Ford Theatre - Ford Theatre Presents ""Time Changes"" A New Musical (LP, Album, Gat)",$2.53,Rated: 3.96,384 have,151 want,N/A
"Procol Harum In Concert With The Edmonton Symphony Orchestra - Live (LP, Album, RE, Ter)",$1.50,Rated: 3.86,47 have,17 want,N/A
"Robin & Linda Williams - Nine 'Til Midnight (LP, Album)",$1.50,Rated: 4.83,77 have,2 want,N/A
"Dean Martin - This Is Dean Martin! (LP, Album)",$3.94,Rated: 4.50,44 have,19 want,N/A
"R.E.M. - Murmur (LP, Album, R o)",$33.41,Rated: 4.60,2203 have,542 want,N/A
"Spooky Tooth / Pierre Henry - Ceremony: An Electronic Mass (LP, Album, Promo, Mon)",$4.22,Rated: 5.00,17 have,31 want,N/A
"Samba Soul - Samba Soul - Recorded In Brazil (LP, Album)",$2.25,Rated: 3.90,313 have,276 want,N/A
"Oliver Lake & Jump Up - Plug It (LP, Album)",$1.50,Rated: 3.93,224 have,83 want,N/A
"Count Basie And His Orchestra* - I Told You So (LP, Album)",$1.97,Rated: 4.13,500 have,28 want,N/A
"Four Tops - On Top (LP, Album, Mono, Roc)",$3.38,Rated: 3.50,67 have,32 want,N/A
"The Count Basie Orchestra* - High Voltage (Basic Basie, Vol. 2) (LP, RE)",$2.82,Rated: 4.00,25 have,3 want,N/A
"Various - Hair  (The American Tribal Love-Rock Musical) (LP, Album, RE, Hol)",$1.50,Rated: 3.54,2118 have,53 want,N/A
"Count Basie And His Orchestra* - One O'Clock Jump (LP, Album, Promo)",$2.82,Rated: 3.00,24 have,14 want,N/A
"Count Basie - Jam Session (LP, Album, Mono, RE)",$1.50,Rated: 4.75,176 have,20 want,N/A
"Todd Rundgren - Todd (2xLP, Album, RE)",$4.22,Rated: 3.89,136 have,62 want,N/A
"Jerry Butler - Suite For The Single Girl (LP, Album, Sup)",$1.50,Rated: 3.93,858 have,92 want,N/A
Count Basie - Count On The Coast (LP),$1.50,Rated: 4.50,189 have,16 want,N/A
"Anita O'Day & The Three Sounds - Anita O'Day & The Three Sounds (LP, Album, Mono)",$3.66,Rated: 4.14,236 have,94 want,N/A
Count Basie And His Orchestra* - The Count (LP),$1.50,Rated: 3.80,246 have,21 want,N/A
"The Who - A Quick One (LP, Album, Mono)",$54.68,Rated: 4.09,1727 have,1518 want,N/A
"The Supremes - I Hear A Symphony (LP, Album, RE)",$3.00,Rated: 4.07,412 have,67 want,N/A
"The Supremes - I Hear A Symphony (LP, Album, RE)",$3.00,Rated: 4.07,412 have,67 want,N/A
"Count Basie - Count Basie (LP, Comp)",$1.50,N/A,3 have,4 want,N/A
"Irene Cara - Anyone Can See (LP, Album, Promo)",$1.50,Rated: 5.00,22 have,15 want,N/A
"The Who - The Who Sell Out (LP, Album)",$60.75,Rated: 4.34,1020 have,811 want,N/A
"Count Basie And His Orchestra* - The Best Of Count Basie (2xLP, Comp)",$1.50,N/A,26 have,4 want,N/A
"Gladys Knight & The Pips* - Pipe Dreams: The Original Motion Picture Soundtrack (LP, Album, Gol)",$1.50,Rated: 3.77,198 have,35 want,N/A
"Various - Motown Winners' Circle No. 1 Hits Vol. 1 (LP, Comp)",$1.97,Rated: 4.25,63 have,11 want,N/A
"Gary U.S. Bonds - Dedication (LP, Album)",$1.50,Rated: 3.59,817 have,13 want,N/A
"Count Basie - Kansas City Suite / Easin' It (2xLP, Comp, Gat)",$1.50,Rated: 4.63,171 have,5 want,N/A
"The Count Basie Orchestra* - High Voltage (Basic Basie, Vol. 2) (LP, RE)",$2.82,Rated: 4.00,25 have,3 want,N/A
"Peter Allen - Bi-Coastal (LP, Album)",$1.50,Rated: 3.40,178 have,20 want,N/A
"Judy Collins - The Most Beautiful Songs Of Judy Collins (2xLP, Comp)",$3.38,N/A,29 have,1 want,N/A
"Various - Collector's Records Of The 50's And 60's Vol. 18 (LP, Comp)",$1.50,Rated: 1.00,69 have,7 want,N/A
"Count Basie And Benny Goodman - From Broadway To Paris (2xLP, Comp)",$1.50,Rated: 3.75,408 have,7 want,N/A
"Count Basie And Benny Goodman - From Broadway To Paris (2xLP, Comp)",$1.50,Rated: 3.75,408 have,7 want,N/A
"Count Basie - Basie Land (LP, Mono)",$2.25,Rated: 4.31,217 have,21 want,N/A
"Wednesday Knudsen - Soft Focus Volume One (LP, Album, Ltd, Edi)",$9.32,Rated: 5.00,49 have,23 want,N/A
"Monocot - Direction We Know (LP, Ltd)",$6.75,Rated: 4.11,86 have,32 want,N/A
"Tommy Jay - Tommy Jay's Tall Tales Of Trauma (2xLP, Ltd, RE, Gat)",$6.50,Rated: 4.71,142 have,91 want,N/A
"Stella Kola - Stella Kola (LP, Album)",$24.30,Rated: 4.69,113 have,119 want,N/A
"Sea Level - Cats On The Coast (LP, Album)",$1.50,Rated: 3.75,846 have,61 want,N/A
"Latimore (2) - Dig A Little Deeper (LP, Album, Promo)",$3.38,Rated: 3.67,40 have,70 want,N/A
"Barry White - I Love To Sing The Songs I Sing (LP, Album)",$1.69,Rated: 3.60,117 have,70 want,N/A
"Earth, Wind & Fire - All 'N All (LP, Album, Gat)",$3.50,Rated: 4.25,606 have,117 want,N/A
"Joao Donato*, Deodato* - DonatoDeodato (LP, Album)",$19.00,Rated: 4.40,999 have,886 want,N/A
Joe Kelly & His Four Plus One - Live From The Chicago Gold Coast Gaslight Club (LP),$8.31,Rated: 5.00,24 have,N/A,N/A
"The Jimmy Wyble Quintet - Diane (LP, Album)",$22.34,N/A,18 have,16 want,N/A
"The Rolling Stones - Out Of Our Heads (LP, Album, RP)",$35.77,Rated: 4.11,583 have,270 want,N/A
"Jimmy Takeuchi & His Exciters = ジミー竹内とエキサイターズ*, Jimmy Takeuchi = ジミー 竹内* - Drum Drum Drum Presley Beatles Ventures (LP, Album, Promo)",$23.74,Rated: 4.00,13 have,22 want,N/A
"Jeff Lorber Featuring Karyn White And Michael Jeffries - Private Passion (LP, Album)",$22.34,Rated: 4.00,18 have,40 want,N/A
"Howard & Tim's Paid Vacation - I Never Met A Girl I Didn't Like (LP, Album)",$12.00,Rated: 3.30,121 have,28 want,N/A
"The Jimmy Giuffre 3* - The Jimmy Giuffre 3 (LP, Album, RE)",$36.37,Rated: 4.15,149 have,63 want,N/A
"Jerry Goodman - On The Future Of Aviation (LP, Album, Promo)",$13.21,N/A,3 have,13 want,N/A
Ivor Biggun & The Red-Nosed Burglars - The Winker's Album (Misprint) (LP),$9.01,Rated: 3.53,260 have,17 want,N/A
"The J.J. Johnson Quintet - J Is For Jazz (LP, Album, Mono, RE)",$21.64,Rated: 4.57,61 have,20 want,N/A
"J.J. Johnson & Kai Winding - The Great Kai & J. J. (LP, Album, RE)",$44.09,Rated: 4.67,51 have,45 want,N/A
"Stravinsky*, New York Philharmonic, Zubin Mehta, Paul Jacobs (3) - Petrouchka (1947 Version) (LP, Album)",$45.50,Rated: 4.25,40 have,7 want,N/A
"西城秀樹* - 青春3650 (4xLP, Comp + Box, Ltd, Num)",$44.79,N/A,5 have,1 want,N/A
"Stravinsky*, Vienna Philharmonic Orchestra* : Lorin Maazel - Le Sacre Du Printemps (LP)",$18.13,Rated: 4.00,79 have,25 want,N/A
"Honey & B-Boys - Back To Frisco (LP, Album)",$39.88,Rated: 4.67,19 have,29 want,N/A
"Hidehiko Matsumoto, Seiichi Nakamura, Kazuo Yashiro, Masanaga Harada, Shoji Nakayama - Let's Swing Now (LP, Album)",$48.31,Rated: 4.67,20 have,46 want,N/A
"Helen Merrill - Helen Merrill Best Album = ヘレン・メリル・ベスト・アルバム (LP, Album, Comp, Gat)",$20.93,N/A,16 have,6 want,N/A
"Harvest Moon (6) - I Belong To That Music (LP, Album)",$7.60,Rated: 3.00,1 have,2 want,N/A
"The Heath Brothers - Brotherly Love (LP, Album)",$4.00,Rated: 4.20,210 have,36 want,N/A
"Hampton Hawes Trio - Here And Now (LP, Album)",$22.34,Rated: 4.40,34 have,16 want,N/A
"Hall Overton - Signal! Jazz Laboratory Vol. 2 (LP, Album, Mono, RE)",$22.34,Rated: 5.00,15 have,11 want,N/A
"Green On Red - No Free Lunch (LP, Album)",$13.21,Rated: 3.94,1927 have,81 want,N/A
"Larry Graham With Graham Central Station* - Star Walk (LP, Album, Promo)",$25.85,Rated: 5.00,20 have,24 want,N/A
"Godiego - The Water Margin (LP, Album)",$8.31,Rated: 3.67,59 have,29 want,N/A
"The George Wallington Quintet* - Live! At Cafe Bohemia/1955 (LP, Album, M/Print, RE, RM)",$20.93,Rated: 3.83,49 have,32 want,N/A
"George Lewis' New Orleans Jazz Band* - On Parade (LP, Album)",$9.01,N/A,7 have,1 want,N/A
"George Kawaguchi & Art Blakey - Killer Joe (LP, Album)",$27.95,Rated: 4.67,66 have,83 want,N/A
"George Benson - White Rabbit (LP, Album, RE)",$23.74,Rated: 4.57,77 have,132 want,N/A
"Garland Jeffreys - Escape Artist (LP, Album, San)",$7.60,Rated: 3.97,1121 have,40 want,N/A
"Eric Dolphy - Out To Lunch! (LP, Album, Ltd, RE)",$67.25,Rated: 4.74,521 have,518 want,N/A
"Various - Reprise Musical Repertory Theatre Presents Kiss Me Kate (LP, Album)",$1.50,N/A,9 have,3 want,N/A
"Frank Sinatra, Bing Crosby, Fred Waring & The Pennsylvanians - America, I Hear You Singing (LP, Album, Mono)",$3.38,Rated: 4.00,38 have,17 want,N/A
"Los Llamarada - Space And Time (LP, Album)",$15.00,N/A,43 have,8 want,N/A
Heavenly Bodies (7) - Universal Resurrection  (LP),$1.97,Rated: 4.25,71 have,9 want,N/A
"Steve Miller Band - Greatest Hits 1974-78 (LP, Comp, Promo, Blu)",$27.34,Rated: 4.71,353 have,158 want,N/A
"Warmer Milks - Soft Walks (2xLP, Album, RE, RM)",$4.22,Rated: 5.00,43 have,12 want,N/A
"Frank Sinatra - Point Of No Return (LP, Album, Mono, Scr)",$2.53,Rated: 4.39,702 have,64 want,N/A
"Nan Mancini & JDB* - It's A Man's World (LP, Album)",$1.50,Rated: 4.17,80 have,7 want,N/A
"Jack Nitzsche, The London Symphony Orchestra* - St. Giles Cripplegate (LP, Album)",$1.50,Rated: 3.41,291 have,82 want,N/A
"Various - 50 Happy Years Of Disney Favorites (1923-1973) (2xLP, Comp)",$6.75,Rated: 4.33,633 have,45 want,N/A
"Roy Eldridge - The Nifty Cat (LP, RE)",$1.50,Rated: 4.50,56 have,8 want,N/A
"Dick Weissman, Dan Fox (6) - How To Play The Blues (LP, Album)",$1.97,N/A,6 have,N/A,N/A
"Bananarama - Bananarama (LP, Album, Club, Pos)",$5.07,Rated: 3.84,181 have,88 want,N/A
"Frank Sinatra - All Alone (LP, Album, Mono, Gat)",$5.07,Rated: 4.06,793 have,123 want,N/A
Queen Bee & The Blue Hornet Band - 1987 (LP),$1.97,Rated: 4.00,5 have,N/A,N/A
"Johnnie Ray - Mr. Cry (LP, Mono)",$2.25,N/A,7 have,N/A,N/A
"Riot (4) - Fire Down Under (LP, Album, Promo, AR )",$24.30,Rated: 4.11,218 have,120 want,N/A
"Humble Pie - Smokin' (LP, Album, RE)",$5.07,Rated: 4.33,57 have,64 want,N/A
Mike Greene (3) - Midnight Mirage (LP),$1.50,Rated: 3.56,247 have,47 want,N/A
"Little Roy Lewis - Entertainer (LP, Album)",$1.50,Rated: 4.00,86 have,1 want,N/A
"Little Roy Lewis - Entertainer (LP, Album)",$1.50,Rated: 4.00,86 have,1 want,N/A
"Golden Avatar - A Change Of Heart (LP, Album)",$1.50,Rated: 3.62,1879 have,84 want,N/A
"Don Shirley - The Gospel According To Don Shirley (LP, Album)",$1.50,Rated: 4.13,263 have,74 want,N/A
Tom Lopez* - Dreams Of Rio (7xLP + Box),$15.19,Rated: 5.00,1 have,9 want,N/A
"Country Joe And The Fish - I-Feel-Like-I'm-Fixin'-To-Die (LP, Album, Pit)",$4.22,Rated: 3.95,796 have,134 want,N/A
Jerry Fuller - It's My Turn Now (LP),$1.50,Rated: 4.00,62 have,12 want,N/A
"West, Bruce & Laing - Live 'N' Kickin' (LP, Album, Ter)",$2.53,Rated: 4.02,810 have,91 want,N/A
"Jesse Colin Young - On The Road (LP, Album, Los)",$1.50,Rated: 3.58,980 have,43 want,N/A
"Jimi Hendrix - Legacy (2xLP, Comp, RE)",$29.16,Rated: 4.40,265 have,47 want,N/A
"Humble Pie - Performance Rockin' The Fillmore (2xLP, Album, Gat)",$5.07,Rated: 4.36,191 have,45 want,N/A
"Nitty Gritty Dirt Band - Dirt, Silver & Gold (3xLP, Comp, RE)",$2.25,Rated: 3.54,210 have,13 want,N/A
"Steve Miller Band - Greatest Hits 1974-78 (LP, Comp, Promo, Blu)",$39.49,Rated: 4.71,353 have,158 want,N/A
"Steve Cropper - Playin' My Thang (LP, Album, Pin)",$1.69,Rated: 3.17,140 have,14 want,N/A
"Tim Moore - High Contrast (LP, Album, Promo, Spe)",$1.50,Rated: 3.75,86 have,9 want,N/A
"Various - The Corruptor - The Soundtrack (Clean Key Cuts) (LP, Comp, Promo)",$1.50,Rated: 4.00,49 have,32 want,N/A
"Adrian John Loveridge - Square One (LP, Album, Promo)",$1.50,N/A,6 have,6 want,N/A
"Scott Merritt - Serious Interference (LP, Album, RE)",$1.69,Rated: 3.70,98 have,4 want,N/A
"Various - Wild Style (LP, Album, Promo)",$33.41,Rated: 4.92,36 have,220 want,N/A
"Will.i.am* - Songs About Girls (2xLP, Album)",$6.75,Rated: 3.06,216 have,151 want,N/A
"CunninLynguists - Will Rap For Food (LP, Album)",$115.43,Rated: 4.70,220 have,1098 want,N/A
"8Ball And MJG* - Living Legends (2xLP, Album)",$15.00,Rated: 4.29,321 have,171 want,N/A
Karen Akers - Presenting Karen Akers (LP),$1.50,Rated: 2.00,15 have,3 want,N/A
"CunninLynguists - Will Rap For Food (LP, Album)",$112.39,Rated: 4.70,220 have,1098 want,N/A
"Animotion - Strange Behavior (LP, Album, Promo)",$1.69,Rated: 5.00,64 have,25 want,N/A
"Krayzie Bone - Thug On Da Line (2xLP, Album, Cle)",$1.50,Rated: 3.43,94 have,30 want,N/A
"Silvia Kohan - Finally Real (LP, Album)",$1.50,Rated: 4.80,79 have,9 want,N/A
"Naughty By Nature - Nineteen Naughty Nine - Nature's Fury (2xLP, Album)",$18.00,Rated: 4.29,728 have,362 want,N/A
"Shawnna - Worth Tha Weight (2xLP, Advance, Album, Promo)",$1.50,Rated: 4.14,107 have,14 want,N/A
"Hot - Strong Together (LP, Album, RI)",$1.50,Rated: 3.64,227 have,71 want,N/A
"Keith Murray - He's Keith Murray (2xLP, Advance, Album, Promo)",$1.50,Rated: 3.40,158 have,37 want,N/A
"Warren G - The Return Of The Regulator (2xLP, Album, Promo)",$5.00,Rated: 4.00,43 have,39 want,N/A
"Trina - Diamond Princess (2xLP, Album, Promo, Cle)",$1.50,Rated: 4.67,80 have,30 want,N/A
"Killah Priest - View From Masada (2xLP, Album, Promo, Cle)",$1.50,Rated: 3.50,75 have,45 want,N/A
"Karla Bonoff - Wild Heart Of The Young (LP, Album, Pit)",$1.50,Rated: 4.09,224 have,14 want,N/A
"Stella Kola - Stella Kola (LP, Album)",$24.30,Rated: 4.69,113 have,119 want,N/A
"Richard Papiercuts - ""IF"" (LP)",$3.38,Rated: 4.77,124 have,45 want,N/A
"My Dad Is Dead - Peace, Love & Murder (LP, Album)",$19.44,Rated: 4.31,385 have,274 want,N/A
Theee Retail Simps* - Live On Cool Street (LP),$4.78,Rated: 4.23,206 have,40 want,N/A
"Choclair - Ice Cold (2xLP, Album)",$1.97,Rated: 4.00,277 have,130 want,N/A
"Xzibit - Man Vs Machine (2xLP, Album)",$4.00,Rated: 4.20,734 have,354 want,N/A
"Brandy (2) - Afrodisiac (2xLP, Album)",$24.30,Rated: 4.66,430 have,480 want,N/A
"The Notorious B.I.G.* - Ready To Die (The Remaster LP) (2xLP, Promo, RE, RM,  Cl)",$22.50,Rated: 4.38,224 have,1059 want,N/A
"Eiko Ishibashi & Jim O'Rourke - Pareidolia (LP, Album)",$15.19,Rated: 4.59,206 have,58 want,N/A
"Whatever Brains - Whatever Brains (LP, Album)",$1.50,Rated: 4.06,163 have,22 want,N/A
"J-Shin - My Soul, My Life (2xLP, Album)",$1.50,Rated: 4.10,86 have,25 want,N/A
"James Brown - James Brown Soul Classics (LP, Comp)",$17.01,Rated: 4.38,520 have,139 want,N/A
